

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
138,27,payments,3,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,promotional_rebates,,503-0872153-8013412,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-2.4600,AUD,503-0872153-8013412|BIO-S000004059_AU|2026-07-08,64,payment,expenses_promotional_rebates,wildcard
139,27,payments,6,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,selling_fees,,503-0872153-8013412,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-3.1700,AUD,503-0872153-8013412|BIO-S000004059_AU|2026-07-08,63,payment,expenses_amazon_fees,wildcard
140,27,payments,7,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,fba_fees,,503-0872153-8013412,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-6.1700,AUD,503-0872153-8013412|BIO-S000004059_AU|2026-07-08,72,payment,expenses_amazon_fees,wildcard
141,27,payments,10,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,total,,503-0872153-8013412,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",12.7900,AUD,503-0872153-8013412|BIO-S000004059_AU|2026-07-08,68,payment,"",wildcard
142,28,payments,0,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,product_sales,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",32.9900,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,66,payment,sales_product_charges,wildcard
143,28,payments,1,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,shipping_credits,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",2.0000,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,67,payment,sales_shipping,wildcard
144,28,payments,3,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,promotional_rebates,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-2.0000,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
145,28,payments,6,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,selling_fees,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-4.7200,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
146,28,payments,7,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,fba_fees,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-7.7600,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
147,28,payments,10,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,total,,503-2614539-4855868,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",20.5100,AUD,503-2614539-4855868|BIO-S956138845_AU|2026-07-07,68,payment,"",wildcard
148,29,payments,0,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,product_sales,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",31.9900,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,66,payment,sales_product_charges,wildcard
149,29,payments,1,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,shipping_credits,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",2.4900,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,67,payment,sales_shipping,wildcard
150,29,payments,3,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,promotional_rebates,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",-5.6900,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
151,29,payments,6,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,selling_fees,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",-4.1100,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
152,29,payments,7,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,fba_fees,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",-7.7600,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
153,29,payments,10,Order,ORDER,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",BIODANCE_VITA_NIACINAMIDE_GEL_TONER_PADS_DARK_SPOT_CORRECTOR_EVENING_SKIN_TONE_GENTLE_EXFOLIATING_TONER_PADS_WITH_VITAMIN_C_KOREAN_SKIN_CARE_4_9,total,,250-8718354-7858263,BIO-S000004486_AU,12382593803,2026-06-30,2026-07-07,,,"Biodance Vita Niacinamide Gel Toner Pads, Dark Spot Corrector, Evening Skin Tone, Gentle Exfoliating Toner Pads with Vitamin C, Korean Skin Care | 4.9",16.9200,AUD,250-8718354-7858263|BIO-S000004486_AU|2026-07-07,68,payment,"",wildcard
154,30,payments,0,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,product_sales,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",27.0300,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,66,payment,sales_product_charges,wildcard
155,30,payments,1,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,shipping_credits,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",1.3300,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,67,payment,sales_shipping,wildcard
156,30,payments,3,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,promotional_rebates,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-1.3300,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,64,payment,expenses_promotional_rebates,wildcard
157,30,payments,6,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,selling_fees,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-3.8600,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,63,payment,expenses_amazon_fees,wildcard
158,30,payments,7,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,fba_fees,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-6.1700,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,72,payment,expenses_amazon_fees,wildcard
159,30,payments,10,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,total,,503-5487975-3219067,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",17.0000,AUD,503-5487975-3219067|BDPRM004QAFE1A|2026-07-08,68,payment,"",wildcard
160,31,payments,0,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,product_sales,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",24.5900,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,66,payment,sales_product_charges,wildcard
161,31,payments,1,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,shipping_credits,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",3.3300,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,67,payment,sales_shipping,wildcard
162,31,payments,3,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,promotional_rebates,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-3.3300,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
163,31,payments,6,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,selling_fees,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-3.5200,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
164,31,payments,7,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,fba_fees,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-6.1700,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
165,31,payments,10,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,total,,249-1108046-6570251,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",14.9000,AUD,249-1108046-6570251|BIO-S000004059_AU|2026-07-07,68,payment,"",wildcard
166,32,payments,0,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,product_sales,,249-2168452-5087012,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",29.9900,AUD,249-2168452-5087012|BIO-S000004221_AU|2026-07-08,66,payment,sales_product_charges,wildcard
167,32,payments,3,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,promotional_rebates,,249-2168452-5087012,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-3.0000,AUD,249-2168452-5087012|BIO-S000004221_AU|2026-07-08,64,payment,expenses_promotional_rebates,wildcard
168,32,payments,6,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,selling_fees,,249-2168452-5087012,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-3.8600,AUD,249-2168452-5087012|BIO-S000004221_AU|2026-07-08,63,payment,expenses_amazon_fees,wildcard
169,32,payments,7,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,fba_fees,,249-2168452-5087012,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-5.7900,AUD,249-2168452-5087012|BIO-S000004221_AU|2026-07-08,72,payment,expenses_amazon_fees,wildcard
170,32,payments,10,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,total,,249-2168452-5087012,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",17.3400,AUD,249-2168452-5087012|BIO-S000004221_AU|2026-07-08,68,payment,"",wildcard
171,34,payments,0,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,product_sales,,503-6910546-2731845,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",24.5900,AUD,503-6910546-2731845|BIO-S000004059_AU|2026-07-07,66,payment,sales_product_charges,wildcard
